participant,speed,node,Fx1,Fy1,Fx2,Fy2,speed1,speed2,duration
P1,1.0,70,0.0,0.0,-49.372618281945236,645.8222166671744,0.9992456961027197,1.002066278734521,1.226
P1,1.0,71,0.0,0.0,-43.33098406778473,637.8330794384907,0.9996835809251375,1.002852993263126,1.226
P1,1.0,72,-0.01765425461052281,0.02327838703879636,-37.754228025545935,628.1952638710578,0.9997684094098821,1.0034929763508504,1.226
P1,1.0,73,0.03698197001303428,0.11415959404590167,-32.670633155469524,617.8478665973915,0.9996473012767995,1.0036678281767264,1.226
P1,1.0,74,0.04237562884773397,0.10491657390346898,-28.111852009183938,607.8265156897647,0.9994390642363992,1.0033540149489506,1.226
P1,1.0,75,0.02953617740698157,0.065601984125498,-24.010892090590364,598.8746975531179,0.9993670944630206,1.0027210357923007,1.226
P1,1.0,76,0.015075516673593758,0.029908097488418165,-20.2688707303231,591.5291663165909,0.9993985601177439,1.0028768749516463,1.226
P1,1.0,77,0.0050759154570957955,0.007807985109150645,-16.79412160885594,586.1433840916086,0.9997826465170714,1.003379580232231,1.226
P1,1.0,78,0.0,0.0,-13.451268368414883,582.8069973708442,0.9998733078378546,1.00299286610324,1.226
P1,1.0,79,0.0,0.0,-10.14027878087204,581.5766316829396,0.9993421075537232,1.0023285081845918,1.226
P1,1.0,80,0.0,0.0,-6.708571148626601,582.3157641405365,0.9990524200277272,1.0017217556740572,1.226
P1,1.0,81,0.0,0.0,-3.1138243676080797,584.7742610613532,0.9991980225610619,1.0013780962785799,1.226
P1,1.0,82,0.0,0.0,0.5739913628336127,588.6661941403971,0.9992575775949962,1.001193090604161,1.226
P1,1.0,83,0.0,0.0,4.320876060955343,593.6382083181109,0.999493703488365,1.0013706918787593,1.226
P1,1.0,84,0.0,0.0,8.03489202999018,599.4679867735438,0.9996143054548786,1.0015640417929255,1.226
P1,1.0,85,0.0,0.0,11.74788393418725,605.8889614982855,0.9996673487319487,1.0015177319389692,1.226
P1,1.0,86,0.0,0.0,15.51737069325958,612.6613509307923,0.9994593420506779,1.0011470573814893,1.226
P1,1.0,87,0.00895292254921861,0.003503756935484805,19.387749771387778,619.6294269834606,0.9993938136588534,1.000702151242933,1.226
P1,1.0,88,0.01586997310441043,0.04138466324506187,23.468067237297937,626.6781682990207,0.9996602863450562,1.0006557432942953,1.226
